date,text
2020-06-03,watch as esper breaks from trump on military action
2020-06-03,white house releases results of trump's annual physical
2020-06-03,facebook shuts down far-right group planning to bring weapons to protests
2020-06-03,fact-checking trump's tear gas claims
2020-06-03,"the eighth night of demonstrations saw less violence, fewer police clashes and more acts of civil disobedience"
2020-06-03,fact-checking the rosenstein hearing about the russia probe
2020-06-03,rosenstein will face off with senate gop over russia probe
2020-06-03,incumbents usually are penalized in times of unrest
2020-06-03,snapchat to stop promoting trump after controversial posts
2020-06-03,senate panel approves legislation requiring campaigns to report foreign election help
2020-06-03,us secretary of defense says he does not support using active duty troops to quell protests in break from trump
2020-06-03,gop's pandering to racism has to stop
2020-06-03,a heavily armed extremist movement is gaining traction in the us
2020-06-03,chances look slim for congress to overhaul policing laws any time soon
2020-06-03,biden campaign turns speech on nation's unrest into battleground digital ad
2020-06-03,trump claims he went to bunker for 'inspection' amid violent protests
2020-06-03,60 minutes of mayhem: how aggressive politics and policing turned a peaceful protest into a violent confrontation
2020-06-03,trump's ludicrous photo-op episode was no churchill moment
2020-06-03,"5 things to know for june 3: protests, coronavirus, elections, israel, rnc"
2020-06-03,trump launches defensive twitter spree as america grieves
2020-06-04,the senate is slipping from republicans
2020-06-04,anderson cooper scoffs at trump being compared to churchill
2020-06-04,fact check: five false or misleading claims trump and his allies make about protests
2020-06-04,5 reasons experts say we should be wary of labeling protesters as 'outside agitators'
2020-06-04,trump meets with top campaign aides as reelection fears rise
2020-06-04,the history of the secret white house presidential bunker
2020-06-04,stark contrast in what trump and obama said about protests
2020-06-04,why trump's 'law and order' rhetoric may not be as effective as it was for nixon and reagan
2020-06-04,protests are sparking a surprising debate in black america
2020-06-04,republican senators shrug off mattis' criticism of trump: 'it's his opinion'
2020-06-04,white house fortifies security perimeter ahead of continued protests
2020-06-04,senate gop to grant subpoena power to chairmen for probes into fbi russia investigation
2020-06-04,top republican will block trump nominees until administration explains watchdog firings
2020-06-04,trump's foundation starts to crack
2020-06-04,barr defends use of force at monday's white house protest
