date,obama immigration,isPartial
2012-08-06,25,False
2012-08-07,25,False
2012-08-08,20,False
2012-08-09,33,False
2012-08-10,29,False
2012-08-11,12,False
2012-08-12,13,False
2012-08-13,50,False
2012-08-14,55,False
2012-08-15,65,False
2012-08-16,54,False
2012-08-17,45,False
2012-08-18,35,False
2012-08-19,35,False
2012-08-20,20,False
2012-08-21,35,False
2012-08-22,13,False
2012-08-23,31,False
2012-08-24,31,False
2012-08-25,18,False
2012-08-26,12,False
2012-08-27,12,False
2012-08-28,29,False
2012-08-29,25,False
2012-08-30,30,False
2012-08-31,21,False
2012-09-01,12,False
2012-09-02,13,False
2012-09-03,20,False
2012-09-04,26,False
2012-09-05,26,False
2012-09-06,24,False
2012-09-07,50,False
2012-09-08,21,False
2012-09-09,36,False
2012-09-10,22,False
2012-09-11,21,False
2012-09-12,19,False
2012-09-13,29,False
2012-09-14,20,False
2012-09-15,18,False
2012-09-16,24,False
2012-09-17,24,False
2012-09-18,21,False
2012-09-19,24,False
2012-09-20,39,False
2012-09-21,38,False
2012-09-22,12,False
2012-09-23,26,False
2012-09-24,24,False
2012-09-25,14,False
2012-09-26,10,False
2012-09-27,19,False
2012-09-28,28,False
2012-09-29,18,False
2012-09-30,15,False
2012-10-01,45,False
2012-10-02,42,False
2012-10-03,33,False
2012-10-04,71,False
2012-10-05,30,False
2012-10-06,15,False
2012-10-07,23,False
2012-10-08,31,False
2012-10-09,42,False
2012-10-10,21,False
2012-10-11,21,False
2012-10-12,24,False
2012-10-13,12,False
2012-10-14,28,False
2012-10-15,34,False
2012-10-16,25,False
2012-10-17,100,False
2012-10-18,51,False
2012-10-19,29,False
2012-10-20,12,False
2012-10-21,29,False
2012-10-22,41,False
2012-10-23,65,False
2012-10-24,54,False
2012-10-25,39,False
2012-10-26,38,False
2012-10-27,11,False
2012-10-28,33,False
2012-10-29,53,False
2012-10-30,38,False
2012-10-31,50,False
2012-11-01,30,False
2012-11-02,67,False
2012-11-03,14,False
2012-11-04,31,False
2012-11-05,41,False
2012-11-06,70,False
