,state,score
0,US,52.142857142857146
1,US-AL,26.071428571428573
2,US-AK,26.071428571428573
3,US-AZ,5.457142857142857
4,US-AR,26.071428571428573
5,US-CA,40.142857142857146
6,US-CO,10.771428571428572
7,US-CT,9.714285714285714
8,US-DE,26.071428571428573
9,US-DC,26.071428571428573
10,US-FL,10.4
11,US-GA,10.342857142857143
12,US-HI,26.071428571428573
13,US-ID,26.071428571428573
14,US-IL,2.857142857142857
15,US-IN,2.857142857142857
16,US-IA,26.071428571428573
17,US-KS,26.071428571428573
18,US-KY,26.071428571428573
19,US-LA,26.071428571428573
20,US-ME,26.071428571428573
21,US-MD,8.457142857142857
22,US-MA,5.6
23,US-MI,2.857142857142857
24,US-MN,2.857142857142857
25,US-MS,26.071428571428573
26,US-MO,2.857142857142857
27,US-MT,26.071428571428573
28,US-NE,26.071428571428573
29,US-NV,5.6
30,US-NH,26.071428571428573
31,US-NJ,7.828571428571428
32,US-NM,26.071428571428573
33,US-NY,35.0
34,US-NC,8.057142857142857
35,US-ND,26.071428571428573
36,US-OH,2.857142857142857
37,US-OK,2.857142857142857
38,US-OR,26.071428571428573
39,US-PA,7.885714285714286
40,US-RI,26.071428571428573
41,US-SC,5.714285714285714
42,US-SD,26.071428571428573
43,US-TN,26.071428571428573
44,US-TX,12.485714285714286
45,US-UT,26.071428571428573
46,US-VT,26.071428571428573
47,US-VA,5.742857142857143
48,US-WA,26.071428571428573
49,US-WV,26.071428571428573
50,US-WI,5.6571428571428575
51,US-WY,26.071428571428573
