date,vote romney,isPartial
2012-08-06,0,False
2012-08-07,12,False
2012-08-08,0,False
2012-08-09,0,False
2012-08-10,13,False
2012-08-11,0,False
2012-08-12,0,False
2012-08-13,0,False
2012-08-14,12,False
2012-08-15,12,False
2012-08-16,0,False
2012-08-17,0,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,0,False
2012-08-21,0,False
2012-08-22,0,False
2012-08-23,12,False
2012-08-24,13,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,0,False
2012-08-28,0,False
2012-08-29,0,False
2012-08-30,0,False
2012-08-31,0,False
2012-09-01,16,False
2012-09-02,16,False
2012-09-03,27,False
2012-09-04,12,False
2012-09-05,12,False
2012-09-06,0,False
2012-09-07,12,False
2012-09-08,15,False
2012-09-09,15,False
2012-09-10,12,False
2012-09-11,12,False
2012-09-12,12,False
2012-09-13,0,False
2012-09-14,12,False
2012-09-15,47,False
2012-09-16,0,False
2012-09-17,11,False
2012-09-18,16,False
2012-09-19,12,False
2012-09-20,12,False
2012-09-21,0,False
2012-09-22,0,False
2012-09-23,15,False
2012-09-24,0,False
2012-09-25,22,False
2012-09-26,22,False
2012-09-27,0,False
2012-09-28,11,False
2012-09-29,0,False
2012-09-30,0,False
2012-10-01,11,False
2012-10-02,0,False
2012-10-03,0,False
2012-10-04,12,False
2012-10-05,13,False
2012-10-06,0,False
2012-10-07,0,False
2012-10-08,0,False
2012-10-09,17,False
2012-10-10,11,False
2012-10-11,0,False
2012-10-12,12,False
2012-10-13,0,False
2012-10-14,21,False
2012-10-15,16,False
2012-10-16,11,False
2012-10-17,17,False
2012-10-18,11,False
2012-10-19,0,False
2012-10-20,31,False
2012-10-21,15,False
2012-10-22,11,False
2012-10-23,22,False
2012-10-24,17,False
2012-10-25,23,False
2012-10-26,12,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,15,False
2012-10-30,0,False
2012-10-31,0,False
2012-11-01,18,False
2012-11-02,24,False
2012-11-03,23,False
2012-11-04,28,False
2012-11-05,34,False
2012-11-06,100,False
