date,vote romney,isPartial
2012-08-06,1,False
2012-08-07,1,False
2012-08-08,1,False
2012-08-09,0,False
2012-08-10,1,False
2012-08-11,2,False
2012-08-12,2,False
2012-08-13,1,False
2012-08-14,2,False
2012-08-15,2,False
2012-08-16,2,False
2012-08-17,2,False
2012-08-18,2,False
2012-08-19,2,False
2012-08-20,2,False
2012-08-21,2,False
2012-08-22,1,False
2012-08-23,2,False
2012-08-24,2,False
2012-08-25,1,False
2012-08-26,3,False
2012-08-27,2,False
2012-08-28,3,False
2012-08-29,5,False
2012-08-30,4,False
2012-08-31,8,False
2012-09-01,2,False
2012-09-02,4,False
2012-09-03,3,False
2012-09-04,5,False
2012-09-05,4,False
2012-09-06,7,False
2012-09-07,6,False
2012-09-08,6,False
2012-09-09,4,False
2012-09-10,3,False
2012-09-11,3,False
2012-09-12,3,False
2012-09-13,3,False
2012-09-14,2,False
2012-09-15,3,False
2012-09-16,1,False
2012-09-17,3,False
2012-09-18,4,False
2012-09-19,5,False
2012-09-20,5,False
2012-09-21,4,False
2012-09-22,3,False
2012-09-23,2,False
2012-09-24,4,False
2012-09-25,3,False
2012-09-26,3,False
2012-09-27,4,False
2012-09-28,3,False
2012-09-29,4,False
2012-09-30,2,False
2012-10-01,3,False
2012-10-02,4,False
2012-10-03,5,False
2012-10-04,21,False
2012-10-05,7,False
2012-10-06,5,False
2012-10-07,5,False
2012-10-08,6,False
2012-10-09,7,False
2012-10-10,7,False
2012-10-11,6,False
2012-10-12,6,False
2012-10-13,2,False
2012-10-14,3,False
2012-10-15,5,False
2012-10-16,6,False
2012-10-17,15,False
2012-10-18,11,False
2012-10-19,7,False
2012-10-20,9,False
2012-10-21,5,False
2012-10-22,7,False
2012-10-23,17,False
2012-10-24,11,False
2012-10-25,10,False
2012-10-26,10,False
2012-10-27,7,False
2012-10-28,6,False
2012-10-29,8,False
2012-10-30,8,False
2012-10-31,11,False
2012-11-01,14,False
2012-11-02,13,False
2012-11-03,15,False
2012-11-04,20,False
2012-11-05,39,False
2012-11-06,100,False
