date,vote romney,isPartial
2012-08-06,0,False
2012-08-07,0,False
2012-08-08,0,False
2012-08-09,0,False
2012-08-10,47,False
2012-08-11,0,False
2012-08-12,0,False
2012-08-13,0,False
2012-08-14,0,False
2012-08-15,0,False
2012-08-16,0,False
2012-08-17,0,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,0,False
2012-08-21,0,False
2012-08-22,0,False
2012-08-23,0,False
2012-08-24,0,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,0,False
2012-08-28,0,False
2012-08-29,0,False
2012-08-30,0,False
2012-08-31,0,False
2012-09-01,57,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,38,False
2012-09-05,0,False
2012-09-06,39,False
2012-09-07,0,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,77,False
2012-09-11,0,False
2012-09-12,0,False
2012-09-13,0,False
2012-09-14,0,False
2012-09-15,0,False
2012-09-16,0,False
2012-09-17,0,False
2012-09-18,39,False
2012-09-19,0,False
2012-09-20,0,False
2012-09-21,0,False
2012-09-22,0,False
2012-09-23,0,False
2012-09-24,0,False
2012-09-25,72,False
2012-09-26,0,False
2012-09-27,0,False
2012-09-28,0,False
2012-09-29,0,False
2012-09-30,48,False
2012-10-01,0,False
2012-10-02,76,False
2012-10-03,0,False
2012-10-04,0,False
2012-10-05,0,False
2012-10-06,53,False
2012-10-07,0,False
2012-10-08,0,False
2012-10-09,0,False
2012-10-10,37,False
2012-10-11,0,False
2012-10-12,0,False
2012-10-13,48,False
2012-10-14,0,False
2012-10-15,0,False
2012-10-16,37,False
2012-10-17,36,False
2012-10-18,0,False
2012-10-19,38,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,0,False
2012-10-23,0,False
2012-10-24,0,False
2012-10-25,0,False
2012-10-26,39,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,0,False
2012-10-30,34,False
2012-10-31,37,False
2012-11-01,0,False
2012-11-02,37,False
2012-11-03,98,False
2012-11-04,70,False
2012-11-05,34,False
2012-11-06,100,False
