date,obama health,isPartial
2012-08-06,36,False
2012-08-07,36,False
2012-08-08,36,False
2012-08-09,0,False
2012-08-10,0,False
2012-08-11,48,False
2012-08-12,0,False
2012-08-13,36,False
2012-08-14,36,False
2012-08-15,0,False
2012-08-16,37,False
2012-08-17,78,False
2012-08-18,0,False
2012-08-19,46,False
2012-08-20,0,False
2012-08-21,36,False
2012-08-22,0,False
2012-08-23,0,False
2012-08-24,38,False
2012-08-25,46,False
2012-08-26,0,False
2012-08-27,35,False
2012-08-28,70,False
2012-08-29,35,False
2012-08-30,36,False
2012-08-31,39,False
2012-09-01,0,False
2012-09-02,0,False
2012-09-03,40,False
2012-09-04,71,False
2012-09-05,35,False
2012-09-06,35,False
2012-09-07,37,False
2012-09-08,89,False
2012-09-09,44,False
2012-09-10,0,False
2012-09-11,34,False
2012-09-12,0,False
2012-09-13,0,False
2012-09-14,0,False
2012-09-15,0,False
2012-09-16,44,False
2012-09-17,33,False
2012-09-18,0,False
2012-09-19,0,False
2012-09-20,36,False
2012-09-21,0,False
2012-09-22,47,False
2012-09-23,44,False
2012-09-24,34,False
2012-09-25,32,False
2012-09-26,0,False
2012-09-27,0,False
2012-09-28,68,False
2012-09-29,0,False
2012-09-30,0,False
2012-10-01,0,False
2012-10-02,33,False
2012-10-03,0,False
2012-10-04,0,False
2012-10-05,0,False
2012-10-06,0,False
2012-10-07,0,False
2012-10-08,0,False
2012-10-09,83,False
2012-10-10,67,False
2012-10-11,34,False
2012-10-12,36,False
2012-10-13,0,False
2012-10-14,42,False
2012-10-15,32,False
2012-10-16,0,False
2012-10-17,67,False
2012-10-18,34,False
2012-10-19,36,False
2012-10-20,0,False
2012-10-21,43,False
2012-10-22,33,False
2012-10-23,64,False
2012-10-24,34,False
2012-10-25,51,False
2012-10-26,54,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,29,False
2012-10-30,46,False
2012-10-31,35,False
2012-11-01,71,False
2012-11-02,0,False
2012-11-03,45,False
2012-11-04,0,False
2012-11-05,100,False
2012-11-06,0,False
