date,trump health,isPartial
2020-05-27,0,False
2020-05-28,0,False
2020-05-29,13,False
2020-05-30,22,False
2020-05-31,15,False
2020-06-01,13,False
2020-06-02,13,False
2020-06-03,24,False
2020-06-04,19,False
2020-06-05,13,False
2020-06-06,15,False
2020-06-07,32,False
2020-06-08,13,False
2020-06-09,13,False
2020-06-10,13,False
2020-06-11,13,False
2020-06-12,14,False
2020-06-13,32,False
2020-06-14,63,False
2020-06-15,82,False
2020-06-16,100,False
2020-06-17,14,False
2020-06-18,20,False
2020-06-19,14,False
2020-06-20,30,False
2020-06-21,47,False
2020-06-22,0,False
2020-06-23,27,False
2020-06-24,28,False
2020-06-25,14,False
2020-06-26,14,False
2020-06-27,23,False
2020-06-28,30,False
2020-06-29,0,False
2020-06-30,14,False
