date,trump health,isPartial
2020-05-27,18,False
2020-05-28,18,False
2020-05-29,18,False
2020-05-30,19,False
2020-05-31,0,False
2020-06-01,0,False
2020-06-02,18,False
2020-06-03,0,False
2020-06-04,0,False
2020-06-05,35,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,17,False
2020-06-09,17,False
2020-06-10,0,False
2020-06-11,0,False
2020-06-12,18,False
2020-06-13,60,False
2020-06-14,51,False
2020-06-15,100,False
2020-06-16,18,False
2020-06-17,18,False
2020-06-18,27,False
2020-06-19,19,False
2020-06-20,0,False
2020-06-21,42,False
2020-06-22,37,False
2020-06-23,0,False
2020-06-24,28,False
2020-06-25,19,False
2020-06-26,0,False
2020-06-27,0,False
2020-06-28,0,False
2020-06-29,38,False
2020-06-30,19,False
