date,obama immigration,isPartial
2012-08-06,0,False
2012-08-07,0,False
2012-08-08,0,False
2012-08-09,0,False
2012-08-10,39,False
2012-08-11,0,False
2012-08-12,0,False
2012-08-13,38,False
2012-08-14,0,False
2012-08-15,38,False
2012-08-16,40,False
2012-08-17,0,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,0,False
2012-08-21,38,False
2012-08-22,0,False
2012-08-23,0,False
2012-08-24,41,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,74,False
2012-08-28,0,False
2012-08-29,0,False
2012-08-30,40,False
2012-08-31,41,False
2012-09-01,0,False
2012-09-02,49,False
2012-09-03,0,False
2012-09-04,53,False
2012-09-05,36,False
2012-09-06,36,False
2012-09-07,0,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,35,False
2012-09-11,0,False
2012-09-12,0,False
2012-09-13,0,False
2012-09-14,0,False
2012-09-15,46,False
2012-09-16,0,False
2012-09-17,34,False
2012-09-18,30,False
2012-09-19,31,False
2012-09-20,0,False
2012-09-21,0,False
2012-09-22,0,False
2012-09-23,0,False
2012-09-24,0,False
2012-09-25,35,False
2012-09-26,0,False
2012-09-27,35,False
2012-09-28,37,False
2012-09-29,0,False
2012-09-30,45,False
2012-10-01,34,False
2012-10-02,0,False
2012-10-03,0,False
2012-10-04,0,False
2012-10-05,36,False
2012-10-06,0,False
2012-10-07,0,False
2012-10-08,0,False
2012-10-09,0,False
2012-10-10,0,False
2012-10-11,0,False
2012-10-12,0,False
2012-10-13,0,False
2012-10-14,45,False
2012-10-15,0,False
2012-10-16,0,False
2012-10-17,70,False
2012-10-18,0,False
2012-10-19,36,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,34,False
2012-10-23,33,False
2012-10-24,34,False
2012-10-25,68,False
2012-10-26,0,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,0,False
2012-10-30,0,False
2012-10-31,34,False
2012-11-01,0,False
2012-11-02,35,False
2012-11-03,0,False
2012-11-04,0,False
2012-11-05,66,False
2012-11-06,100,False
