date,obama immigration,isPartial
2012-08-06,0,False
2012-08-07,34,False
2012-08-08,34,False
2012-08-09,35,False
2012-08-10,36,False
2012-08-11,0,False
2012-08-12,0,False
2012-08-13,0,False
2012-08-14,85,False
2012-08-15,80,False
2012-08-16,35,False
2012-08-17,75,False
2012-08-18,46,False
2012-08-19,47,False
2012-08-20,0,False
2012-08-21,70,False
2012-08-22,36,False
2012-08-23,73,False
2012-08-24,37,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,34,False
2012-08-28,33,False
2012-08-29,33,False
2012-08-30,0,False
2012-08-31,35,False
2012-09-01,43,False
2012-09-02,43,False
2012-09-03,38,False
2012-09-04,48,False
2012-09-05,64,False
2012-09-06,49,False
2012-09-07,0,False
2012-09-08,0,False
2012-09-09,40,False
2012-09-10,32,False
2012-09-11,32,False
2012-09-12,32,False
2012-09-13,65,False
2012-09-14,33,False
2012-09-15,0,False
2012-09-16,39,False
2012-09-17,31,False
2012-09-18,0,False
2012-09-19,98,False
2012-09-20,33,False
2012-09-21,66,False
2012-09-22,39,False
2012-09-23,38,False
2012-09-24,62,False
2012-09-25,97,False
2012-09-26,54,False
2012-09-27,33,False
2012-09-28,100,False
2012-09-29,0,False
2012-09-30,39,False
2012-10-01,49,False
2012-10-02,63,False
2012-10-03,47,False
2012-10-04,47,False
2012-10-05,34,False
2012-10-06,0,False
2012-10-07,39,False
2012-10-08,33,False
2012-10-09,32,False
2012-10-10,31,False
2012-10-11,62,False
2012-10-12,32,False
2012-10-13,0,False
2012-10-14,55,False
2012-10-15,44,False
2012-10-16,45,False
2012-10-17,61,False
2012-10-18,61,False
2012-10-19,62,False
2012-10-20,38,False
2012-10-21,0,False
2012-10-22,45,False
2012-10-23,98,False
2012-10-24,44,False
2012-10-25,60,False
2012-10-26,31,False
2012-10-27,37,False
2012-10-28,69,False
2012-10-29,39,False
2012-10-30,33,False
2012-10-31,82,False
2012-11-01,33,False
2012-11-02,65,False
2012-11-03,37,False
2012-11-04,54,False
2012-11-05,40,False
2012-11-06,44,False
