,state,score
0,US,33.655913978494624
1,US-AL,8.043010752688172
2,US-AK,1.075268817204301
3,US-AZ,12.064516129032258
4,US-AR,7.881720430107527
5,US-CA,33.88172043010753
6,US-CO,13.612903225806452
7,US-CT,16.333333333333332
8,US-DE,2.075268817204301
9,US-DC,13.311827956989248
10,US-FL,20.698924731182796
11,US-GA,22.741935483870968
12,US-HI,9.10752688172043
13,US-ID,1.8279569892473118
14,US-IL,19.9247311827957
15,US-IN,8.0
16,US-IA,10.451612903225806
17,US-KS,10.096774193548388
18,US-KY,13.483870967741936
19,US-LA,7.21505376344086
20,US-ME,1.075268817204301
21,US-MD,10.172043010752688
22,US-MA,23.182795698924732
23,US-MI,12.268817204301076
24,US-MN,7.494623655913978
25,US-MS,2.774193548387097
26,US-MO,13.505376344086022
27,US-MT,1.075268817204301
28,US-NE,7.526881720430108
29,US-NV,4.67741935483871
30,US-NH,5.021505376344086
31,US-NJ,26.516129032258064
32,US-NM,8.182795698924732
33,US-NY,34.74193548387097
34,US-NC,20.591397849462364
35,US-ND,3.838709677419355
36,US-OH,13.440860215053764
37,US-OK,6.462365591397849
38,US-OR,10.795698924731182
39,US-PA,16.301075268817204
40,US-RI,2.0
41,US-SC,9.56989247311828
42,US-SD,1.075268817204301
43,US-TN,11.494623655913978
44,US-TX,23.129032258064516
45,US-UT,6.043010752688172
46,US-VT,3.021505376344086
47,US-VA,24.623655913978496
48,US-WA,14.913978494623656
49,US-WV,1.967741935483871
50,US-WI,10.731182795698924
51,US-WY,2.086021505376344
