date,text
2020-06-20,david limbaugh: the silent majority can be silent no more
2020-06-20,leslie marshall: biden vs. trump — women could decide 2020 race. here's why
2020-06-21,daniel turner: carbon tax is a bad idea that would hurt our economy and destroy jobs
2020-06-21,"james baker, george shultz, ted halstead: carbon fee needed to combat climate change"
2020-06-21,andrew mccarthy: trump's supreme court list – 2016 battle plan may not work this year
2020-06-21,"trump confirms new visa restrictions coming, sounds off on protesters in fnc interview"
2020-06-21,senior adviser for trump campaign on empty seats at tulsa rally: protesters had 'an impact'
2020-06-21,schiff suggests bolton may testify – and that more impeachment proceedings may be on the table
2020-06-21,newt gingrich: china’s secret campaign to spy on us and buy influence is exposed
2020-06-22,steve hilton: why a second trump term is so important
2020-06-22,"trump to sign order expanding immigration restrictions to include h-1b, other guest worker programs"
2020-06-22,trump's steel tariffs stand after supreme court declines challenge
2020-06-22,kt mcfarland: trump and bolton – this is when i knew it wasn't going to end well
2020-06-22,"trump urges aoc to run against schumer, says she’d win"
2020-06-22,"dreamer, trump supporter defends white house's bid to end daca in favor of broader reform"
2020-06-22,"mcenany denies trump ordered slowdown in coronavirus testing, says rally comment was made 'in jest'"
2020-06-22,"trump defends coronavirus testing comment, says more tests make 'us look like we have more cases'"
2020-06-22,john sununu: trump should focus campaign message on 'chaos' in democrat-run cities and states
2020-06-22,"today on fox news: june 22, 2020"
2020-06-22,trump’s return to the campaign trail backfires
2020-06-22,who sees record single-day increase in worldwide coronavirus cases
2020-06-22,house dems schedule depositions with top pompeo aides in probe of state department inspector general's firing
2020-06-23,"peter navarro declares trade deal between trump, china is 'over' - fox news"
2020-06-23,"peter navarro declares trade deal between trump, china is 'over'"
2020-06-23,maria bartiromo says she thinks us-china trade deal 'is over' amid 'economic war'
2020-06-23,trump jr. trolls by suggesting torn-down statues should be replaced with a 'more sturdy statue' of his father
2020-06-23,tim scott: 'tearing down history for the sake of anarchy is not how we make progress'
2020-06-23,trump blasts 'weak' state leaders for allowing removal of statues and historic monuments
2020-06-23,house republicans urge trump to reconsider us troop withdrawal from germany
2020-06-23,"bolton, in fnc interview, calls trump’s coronavirus response ‘incoherent’"
2020-06-23,biden campaign goes after trump comments on venezuela
2020-06-23,hillary clinton tells amy schumer she wants to send trump 'back to the golf course full-time'
2020-06-23,trump administration announces rule limiting asylum seekers’ ability to gain work permits
2020-06-23,bolton says gop control of senate 'absolutely critical' regardless of who wins white house
2020-06-23,trump announces he'll issue executive order to 'make the cities guard their monuments'
2020-06-23,susan rice: 5 things to know about biden's possible democratic vp contender
2020-06-23,reunited: obama teams up with biden for the first time in the 2020 presidential campaign
2020-06-23,house dems consider requiring face masks at capitol
2020-06-23,"eu considers barring us travelers as it reopens, citing coronavirus response, sources say"
2020-06-23,progressives face high stakes in tuesday primaries
2020-06-23,gutfeld on the statue bandits
2020-06-24,trump and biden pitch their economic recovery plans
2020-06-24,"today on fox news: june 24, 2020"
2020-06-24,trump scores court win on hospital price transparency
2020-06-24,"madison cawthorn, 24-year-old who won gop primary in nc, says trump congratulated him on 'beautiful' win"
2020-06-24,lara ingraham warns voters that 'biden equals chaos' and his win would bring 'division and distrust'
2020-06-24,christian whiton: john bolton is the mouse that roared
2020-06-24,redskins' jack del rio hits back after fans criticize him for being trump supporter: 'i'm 100% for america'
2020-06-24,andrew mccarthy: roger stone house hearing – here's what's really going on
2020-06-24,dems block debate on police curbs
2020-06-24,trump signs executive order expanding hhs efforts to help foster children
2020-06-24,meat plants questioned on record pork shipments to china despite warnings of shortage due to coronavirus
2020-06-24,more polling headaches for trump as new national survey suggests he trails biden by 14 points
2020-06-24,cal thomas: trump needs to learn this lesson from ronald reagan
2020-06-24,obama helps biden set fundraising record as he returns to presidential campaign trail
2020-06-24,"senate confirms trump's 200th judge, officially fills all appeals court vacancies"
2020-06-24,"engel falls behind insurgent left-wing challenger in preliminary results, as ocasio-cortez wins primary"
2020-06-24,virus outbreaks force media to face reality: it never went away
2020-06-24,kim jong un suspends planned military retaliation against south korea
2020-06-24,donna brazile: police brutality and racism must end – gop and dems must compromise to pass bill in congress
2020-06-24,"reporter's notebook: on police reform, congress may have missed its 'moment'"
2020-06-25,"feds sent nearly $1.4 billion in stimulus money to dead people, report finds"
2020-06-25,"james carafano: trump's immigration wins — despite opposition, here's how he produced real results"
2020-06-25,the bubblicious trump campaign
2020-06-25,fox news poll: trump and biden in close race in georgia
2020-06-25,"fox news poll: north carolina voters split over trump, republican sen. tillis"
2020-06-25,"fox news poll: texas tossup, biden-trump a one-point race"
2020-06-25,fox news poll: biden leads in florida as trump lags among seniors
2020-06-25,biden taking aim at trump over health care during battleground state stop
2020-06-25,us hits iranian metal industry with sanctions as tensions bubble
2020-06-25,biden slammed after wrongly saying ‘we have over 120 million dead from covid’
2020-06-25,"bet founder robert johnson says dems taking black voters 'for granted,' calls for blm to form party"
2020-06-25,harry kazianis: korean war began exactly 70 years ago – can trump get a peace treaty to officially end it?
2020-06-26,gao chief says irs knew it was sending stimulus payments to dead people
2020-06-26,trump administration takes aim at obamacare in supreme court brief
2020-06-26,trump executive order directs feds to prioritize skills over college degrees in hiring
2020-06-26,trump in trouble? poll numbers have some conservatives nervous
2020-06-26,biden’s low-key virtual campaign is a gamble on trump fatigue
2020-06-26,trump signs executive order to prioritize skills-based hiring
2020-06-26,green bay mayor warns trump before visit that hospitality 'has its limits'
2020-06-26,top house republican sounds alarm
2020-06-26,joe biden 'greeted' by trump supporters outside pennsylvania campaign stop
2020-06-26,tim graham: trump vs. cuomo comedy duo — cnn's joke-shaming double standard
2020-06-26,"trump fields audience questions on mail-in voting, riots, says democrats 'destroying our country'"
2020-06-27,this day in history: june 27
2020-06-27,bobby jindal: populist republicans – can traditional conservatives adapt to this movement?
2020-06-27,fox news rundown extra: what do the early presidential polls tell us?
2020-06-27,"victor davis hanson: anger, not trump vs. biden, now driving 2020 election"
2020-06-27,trevor potter: trump and barr make baseless and harmful claims about mail-in ballot fraud
