date,text
2020-06-04,the top 10 women joe biden might pick as vice president
2020-06-06,joe biden wins enough delegates to secure democratic nomination
2020-06-07,watch and read: colin powell criticizes trump's response to protests in 'state of the union' interview
2020-06-11,the top 10 women joe biden might pick as vice president
2020-06-12,the week in 41 photos
2020-06-12,trump's decision to hold a tulsa rally on juneteenth is no coincidence
2020-06-13,the reckoning: reinvention in the rust belt
2020-06-17,'wiping out the riff-raff' -- meanwhile in america
2020-06-18,"in repeat of 2016 strategy, trump pledges new list of justices after two stinging supreme court losses"
2020-06-18,from coronavirus cases to the nfl: fact-checking trump's dishonesty-filled day of interviews
2020-06-19,trump's familiar false claims from may 4 to june 7
2020-06-19,trump threatens protesters ahead of tulsa rally
2020-06-19,trump made 192 false claims from may 4 through june 7
2020-06-20,the south is red. it's also black
2020-06-20,trump tempts fate with tulsa rally during pandemic and a national racial reckoning
2020-06-21,"while trump wages a political war, dangerous conflicts unfold in asia"
2020-06-21,fact check: trump's tulsa rally littered with familiar false claims
2020-06-21,sick staff and empty seats: how trump's triumphant return to the campaign trail went from bad to worse
2020-06-22,"trump spreads new lies about foreign-backed voter fraud, stoking fears of a 'rigged election'"
2020-06-22,the us wasn't prepared for covid-19: dr. sanjay gupta's coronavirus podcast for june 22
2020-06-23,trump's war against mail-in voting lacks republican allies
2020-06-23,analysis: trump's testing claim is the latest in a pattern of supposed jokes
2020-06-23,presidential debates and modi's china challenge
2020-06-23,trump's pandemic failing is now directly impacting his campaign
2020-06-23,5 things to watch in tuesday night's kentucky and new york primary contests
2020-06-25,trump is desperate -- and dangerous
2020-06-25,trump entrenched in failed strategy as virus surges and polling drops
2020-06-27,"fact-checking biden on gop tax cuts, naacp endorsement, and other false and misleading claims"
