date,text
2020-06-03,biden closes in on clinching democratic presidential nomination
2020-06-03,ex-cia spy valerie plame loses house bid in new mexico dem primary
2020-06-03,"fox news poll: biden-trump tossup in ohio, 82 percent approve of dewine"
2020-06-03,tom homan: message to all the good cops out there – americans stand with you
2020-06-03,"fox news poll: biden ahead in arizona, kelly trouncing mcsally in senate race"
2020-06-03,"montana lawmaker who bodyslammed reporter wins gop gubernatorial primary, as biden all but secures nomination"
2020-06-03,violence abated
2020-06-04,several senate dems kneel during george floyd moment of silence
2020-06-04,aoc rankles democrats again for campaigning against an incumbent: 'she has abandoned her colleagues'
2020-06-06,david limbaugh: is there anything trump's haters won't blame on him?
2020-06-07,"victor davis hanson: us is in turmoil, europe is weak and china is now on the move — without apologies"
2020-06-10,"jordan, at hearing with floyd’s brother, condemns dems for not speaking out against ‘defund the police’"
2020-06-11,sean hannity calls out biden over race remarks: 'he has a track record that does not match his rhetoric'
2020-06-11,"hickenlooper says he believes tara reade claims, but he's voting for biden anyway"
2020-06-12,"biden narrows list of vp contenders, ex-obama adviser susan rice among contenders"
2020-06-13,joe biden has reportedly narrowed his vp search to six contenders
2020-06-13,"newt gingrich: america is we know it would end if biden, pelosi and schumer govern"
2020-06-15,biden called confederate heritage group 'fine people'
2020-06-15,trump calls bolton's memoir 'highly inappropriate' as wh readies legal action to stop publication
2020-06-16,"culture wars are won by voters, not politicians"
2020-06-16,doj sues john bolton in federal court to block publication of upcoming book
2020-06-16,tucker carlson: black lives matter is working to remake and control the country - and is immune from criticism
2020-06-17,"biden goes months without holding press conference, as trump team accuses ex-vp of ‘hiding in his basement’"
2020-06-17,victor davis hanson says 'the left has used' george floyd's death to stage cultural revolution
2020-06-17,ny democrat warns against left's push to defund police: it's a 'catchy slogan' but it doesn't make sense
2020-06-18,"trump calls for ‘new justices’ on supreme court, as conservatives rage at roberts"
2020-06-18,longtime top aide says trump risked security for personal gain
2020-06-19,everyone has an opinion
2020-06-19,amy klobuchar withdraws from biden vp selection to make room for ‘woman of color’: report
2020-06-19,trump calls for 'new justices' after supreme court ruling on daca as conservatives take aim at roberts
2020-06-19,engel fights to hold onto seat against aoc-backed challenger: what to know about the june 23 primaries
2020-06-20,biden forms early white house transition team
2020-06-21,"trump confirms new visa restrictions coming, sounds off on protesters in fnc interview"
2020-06-22,trump visiting arizona to mark milestone of 200 miles of border wall construction
2020-06-22,steve hilton: why a second trump term is so important
2020-06-23,"eric roberts criticizes trump, supporters for attending oklahoma rally amid the coronavirus pandemic"
2020-06-23,progressives face high stakes in tuesday primaries
2020-06-24,"today on fox news: june 24, 2020"
2020-06-24,black progressives tout warren for biden running mate
2020-06-25,fox news poll: trump and biden in close race in georgia
2020-06-25,"fox news poll: north carolina voters split over trump, republican sen. tillis"
2020-06-25,fox news poll: biden leads in florida as trump lags among seniors
2020-06-25,"fox news poll: texas tossup, biden-trump a one-point race"
2020-06-26,dick cheney poses for photo to encourage mask wearing
2020-06-27,bobby jindal: populist republicans – can traditional conservatives adapt to this movement?
