date,trump health,isPartial
2016-08-07,0,False
2016-08-08,0,False
2016-08-09,27,False
2016-08-10,27,False
2016-08-11,0,False
2016-08-12,28,False
2016-08-13,0,False
2016-08-14,0,False
2016-08-15,28,False
2016-08-16,28,False
2016-08-17,28,False
2016-08-18,57,False
2016-08-19,29,False
2016-08-20,32,False
2016-08-21,63,False
2016-08-22,0,False
2016-08-23,0,False
2016-08-24,53,False
2016-08-25,0,False
2016-08-26,0,False
2016-08-27,43,False
2016-08-28,0,False
2016-08-29,25,False
2016-08-30,49,False
2016-08-31,0,False
2016-09-01,24,False
2016-09-02,25,False
2016-09-03,0,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,0,False
2016-09-07,25,False
2016-09-08,25,False
2016-09-09,0,False
2016-09-10,0,False
2016-09-11,84,False
2016-09-12,100,False
2016-09-13,74,False
2016-09-14,50,False
2016-09-15,51,False
2016-09-16,39,False
2016-09-17,0,False
2016-09-18,27,False
2016-09-19,0,False
2016-09-20,50,False
2016-09-21,37,False
2016-09-22,0,False
2016-09-23,26,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,25,False
2016-09-27,37,False
2016-09-28,25,False
2016-09-29,0,False
2016-09-30,26,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,24,False
2016-10-04,23,False
2016-10-05,0,False
2016-10-06,25,False
2016-10-07,25,False
2016-10-08,29,False
2016-10-09,0,False
2016-10-10,49,False
2016-10-11,37,False
2016-10-12,75,False
2016-10-13,37,False
2016-10-14,0,False
2016-10-15,0,False
2016-10-16,28,False
2016-10-17,37,False
2016-10-18,0,False
2016-10-19,38,False
2016-10-20,0,False
2016-10-21,65,False
2016-10-22,0,False
2016-10-23,0,False
2016-10-24,37,False
2016-10-25,49,False
2016-10-26,24,False
2016-10-27,62,False
2016-10-28,25,False
2016-10-29,28,False
2016-10-30,28,False
2016-10-31,50,False
2016-11-01,76,False
2016-11-02,0,False
2016-11-03,24,False
2016-11-04,0,False
2016-11-05,0,False
2016-11-06,28,False
2016-11-07,95,False
2016-11-08,47,False
