date,trump health,isPartial
2016-08-07,0,False
2016-08-08,0,False
2016-08-09,0,False
2016-08-10,0,False
2016-08-11,37,False
2016-08-12,37,False
2016-08-13,0,False
2016-08-14,0,False
2016-08-15,0,False
2016-08-16,0,False
2016-08-17,0,False
2016-08-18,78,False
2016-08-19,0,False
2016-08-20,43,False
2016-08-21,0,False
2016-08-22,0,False
2016-08-23,78,False
2016-08-24,37,False
2016-08-25,35,False
2016-08-26,0,False
2016-08-27,40,False
2016-08-28,0,False
2016-08-29,0,False
2016-08-30,0,False
2016-08-31,71,False
2016-09-01,36,False
2016-09-02,0,False
2016-09-03,41,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,0,False
2016-09-07,0,False
2016-09-08,34,False
2016-09-09,0,False
2016-09-10,0,False
2016-09-11,0,False
2016-09-12,67,False
2016-09-13,33,False
2016-09-14,100,False
2016-09-15,66,False
2016-09-16,34,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,0,False
2016-09-20,32,False
2016-09-21,0,False
2016-09-22,33,False
2016-09-23,0,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,0,False
2016-09-27,0,False
2016-09-28,32,False
2016-09-29,0,False
2016-09-30,64,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,62,False
2016-10-04,0,False
2016-10-05,32,False
2016-10-06,0,False
2016-10-07,0,False
2016-10-08,37,False
2016-10-09,0,False
2016-10-10,32,False
2016-10-11,32,False
2016-10-12,31,False
2016-10-13,63,False
2016-10-14,0,False
2016-10-15,0,False
2016-10-16,0,False
2016-10-17,0,False
2016-10-18,31,False
2016-10-19,32,False
2016-10-20,31,False
2016-10-21,0,False
2016-10-22,38,False
2016-10-23,73,False
2016-10-24,31,False
2016-10-25,31,False
2016-10-26,30,False
2016-10-27,0,False
2016-10-28,32,False
2016-10-29,0,False
2016-10-30,0,False
2016-10-31,32,False
2016-11-01,32,False
2016-11-02,60,False
2016-11-03,30,False
2016-11-04,32,False
2016-11-05,0,False
2016-11-06,0,False
2016-11-07,45,False
2016-11-08,43,False
