date,trump health,isPartial
2016-08-07,0,False
2016-08-08,0,False
2016-08-09,32,False
2016-08-10,0,False
2016-08-11,0,False
2016-08-12,0,False
2016-08-13,0,False
2016-08-14,37,False
2016-08-15,32,False
2016-08-16,65,False
2016-08-17,0,False
2016-08-18,34,False
2016-08-19,34,False
2016-08-20,0,False
2016-08-21,39,False
2016-08-22,33,False
2016-08-23,33,False
2016-08-24,65,False
2016-08-25,30,False
2016-08-26,0,False
2016-08-27,36,False
2016-08-28,0,False
2016-08-29,29,False
2016-08-30,29,False
2016-08-31,0,False
2016-09-01,30,False
2016-09-02,0,False
2016-09-03,36,False
2016-09-04,38,False
2016-09-05,0,False
2016-09-06,29,False
2016-09-07,0,False
2016-09-08,28,False
2016-09-09,29,False
2016-09-10,0,False
2016-09-11,33,False
2016-09-12,100,False
2016-09-13,28,False
2016-09-14,42,False
2016-09-15,29,False
2016-09-16,60,False
2016-09-17,0,False
2016-09-18,32,False
2016-09-19,28,False
2016-09-20,0,False
2016-09-21,28,False
2016-09-22,0,False
2016-09-23,0,False
2016-09-24,36,False
2016-09-25,0,False
2016-09-26,28,False
2016-09-27,43,False
2016-09-28,0,False
2016-09-29,28,False
2016-09-30,58,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,0,False
2016-10-04,28,False
2016-10-05,28,False
2016-10-06,29,False
2016-10-07,29,False
2016-10-08,35,False
2016-10-09,34,False
2016-10-10,28,False
2016-10-11,56,False
2016-10-12,29,False
2016-10-13,0,False
2016-10-14,31,False
2016-10-15,36,False
2016-10-16,0,False
2016-10-17,0,False
2016-10-18,0,False
2016-10-19,56,False
2016-10-20,27,False
2016-10-21,29,False
2016-10-22,36,False
2016-10-23,34,False
2016-10-24,0,False
2016-10-25,28,False
2016-10-26,55,False
2016-10-27,56,False
2016-10-28,30,False
2016-10-29,34,False
2016-10-30,0,False
2016-10-31,0,False
2016-11-01,43,False
2016-11-02,41,False
2016-11-03,0,False
2016-11-04,0,False
2016-11-05,0,False
2016-11-06,0,False
2016-11-07,27,False
2016-11-08,0,False
