date,trump health,isPartial
2016-08-07,15,False
2016-08-08,24,False
2016-08-09,24,False
2016-08-10,18,False
2016-08-11,25,False
2016-08-12,20,False
2016-08-13,12,False
2016-08-14,7,False
2016-08-15,18,False
2016-08-16,19,False
2016-08-17,24,False
2016-08-18,27,False
2016-08-19,31,False
2016-08-20,21,False
2016-08-21,13,False
2016-08-22,26,False
2016-08-23,44,False
2016-08-24,37,False
2016-08-25,23,False
2016-08-26,23,False
2016-08-27,25,False
2016-08-28,30,False
2016-08-29,26,False
2016-08-30,19,False
2016-08-31,16,False
2016-09-01,22,False
2016-09-02,19,False
2016-09-03,12,False
2016-09-04,8,False
2016-09-05,19,False
2016-09-06,23,False
2016-09-07,13,False
2016-09-08,17,False
2016-09-09,18,False
2016-09-10,10,False
2016-09-11,65,False
2016-09-12,100,False
2016-09-13,58,False
2016-09-14,76,False
2016-09-15,77,False
2016-09-16,43,False
2016-09-17,28,False
2016-09-18,13,False
2016-09-19,23,False
2016-09-20,16,False
2016-09-21,27,False
2016-09-22,19,False
2016-09-23,29,False
2016-09-24,12,False
2016-09-25,11,False
2016-09-26,37,False
2016-09-27,36,False
2016-09-28,29,False
2016-09-29,30,False
2016-09-30,20,False
2016-10-01,19,False
2016-10-02,12,False
2016-10-03,26,False
2016-10-04,26,False
2016-10-05,34,False
2016-10-06,20,False
2016-10-07,17,False
2016-10-08,25,False
2016-10-09,26,False
2016-10-10,36,False
2016-10-11,41,False
2016-10-12,33,False
2016-10-13,30,False
2016-10-14,19,False
2016-10-15,23,False
2016-10-16,17,False
2016-10-17,32,False
2016-10-18,19,False
2016-10-19,22,False
2016-10-20,35,False
2016-10-21,23,False
2016-10-22,12,False
2016-10-23,17,False
2016-10-24,23,False
2016-10-25,30,False
2016-10-26,24,False
2016-10-27,29,False
2016-10-28,23,False
2016-10-29,15,False
2016-10-30,16,False
2016-10-31,26,False
2016-11-01,39,False
2016-11-02,40,False
2016-11-03,31,False
2016-11-04,30,False
2016-11-05,13,False
2016-11-06,34,False
2016-11-07,43,False
2016-11-08,44,False
