date,text
2020-06-03,"montana lawmaker who bodyslammed reporter wins gop gubernatorial primary, as biden all but secures nomination"
2020-06-03,ian prior: rod rosenstein likely to get hostile reception in senate testimony on origins of mueller probe
2020-06-03,biden has edge over trump on handling race relations: poll
2020-06-03,"gowdy on trump church visit: jesus is 'not a republican or democrat,' should not be invoked in politics"
2020-06-03,warren asks dod ig to investigate tactics used for trump's church visit
2020-06-03,white house won't say whether president trump continues to have confidence in secretary esper
2020-06-03,karl rove: why joe biden's speech on george floyd protests was 'fundamentally flawed'
2020-06-03,ex-cia spy valerie plame loses house bid in new mexico dem primary
2020-06-03,biden raises money off george floyd's 'i can't breathe' comments
2020-06-03,"top house dem calls protests 'defining' historical moment, but condemns looting"
2020-06-03,"fox news poll: biden-trump tossup in ohio, 82 percent approve of dewine"
2020-06-03,carter page: rod rosenstein testifies in senate – should come clean about fisa abuses targeting me and others
2020-06-03,"rosenstein defends russia probe in senate testimony, faults fbi on fisa problems"
2020-06-03,"trump demands cuomo, de blasio call in federal reinforcements; nyc, nation survive calmer night of george floyd protests"
2020-06-03,"trump says he went to white house bunker for 'inspection,' hits back at criticism of church visit"
2020-06-03,"cruz slams rosenstein on russia probe, says he was 'complicit' or 'grossly negligent’"
2020-06-03,"fox news poll: biden ahead in arizona, kelly trouncing mcsally in senate race"
2020-06-03,trump claims he’s done more for black americans than any president other than lincoln
2020-06-03,"sen. whitehouse slams rosenstein for lack of transparency at doj: 'it is someone's policy, and i want it stopped'"
2020-06-03,violence abated
2020-06-04,"sen. ted cruz says the russia investigation was a politicized, partisan targeting of president trump"
2020-06-04,doug schoen: george floyd unrest — only this can save dems from defeat in 2020
2020-06-04,trump picks sides in gop runoff for mark meadows' house seat
2020-06-04,emotional cory booker decries rand paul's opposition to federal anti-lynching bill: 'i am so raw today'
2020-06-04,lindsey graham says rosenstein hearing showed 'fox was guarding the henhouse' in mueller investigation
2020-06-04,mainstream media avoids on-air coverage of rod rosenstein hearing after years of pushing russia collusion
2020-06-04,"senate homeland security committee authorizes subpoenas to obama-era officials in review of russia probe, unmasking"
2020-06-04,john kelly defends james mattis after trump rebuke: 'the president did not fire him'
2020-06-04,several senate dems kneel during george floyd moment of silence
2020-06-04,"grassley holds up key trump nominations, demands white house explain inspector general firings"
2020-06-04,senate judiciary punts on subpoena authorization for obama officials in russia probe review
2020-06-04,hawley rips rosenstein over conduct of mueller probe: 'wasn't really serious about getting the facts'
2020-06-04,pelosi demands answers from trump on troops patrolling protesters in dc
2020-06-04,current and former sanders staffers turn on each other in campaign aftermath
2020-06-04,jim jordan: rod rosenstein 'caved' to pressure from politicians and the media
2020-06-04,"mike lee: rod rosenstein made a 'stunning' admission about russia probe, carter page"
2020-06-04,wendy's to donate $500g in support of black communities after backlash over franchisee's trump donation
2020-06-04,white house ‘frustrated’ with esper but ‘nobody wants a cabinet-level shakeup’: sources
2020-06-04,"today on fox news: june 4, 2020"
2020-06-04,clamping down on violent protests and antifa
