date,vote trump,isPartial
2016-08-07,2,False
2016-08-08,2,False
2016-08-09,3,False
2016-08-10,2,False
2016-08-11,2,False
2016-08-12,2,False
2016-08-13,2,False
2016-08-14,2,False
2016-08-15,1,False
2016-08-16,2,False
2016-08-17,5,False
2016-08-18,4,False
2016-08-19,2,False
2016-08-20,3,False
2016-08-21,2,False
2016-08-22,2,False
2016-08-23,2,False
2016-08-24,2,False
2016-08-25,2,False
2016-08-26,2,False
2016-08-27,2,False
2016-08-28,2,False
2016-08-29,2,False
2016-08-30,2,False
2016-08-31,2,False
2016-09-01,2,False
2016-09-02,2,False
2016-09-03,2,False
2016-09-04,1,False
2016-09-05,1,False
2016-09-06,2,False
2016-09-07,2,False
2016-09-08,3,False
2016-09-09,2,False
2016-09-10,2,False
2016-09-11,2,False
2016-09-12,1,False
2016-09-13,1,False
2016-09-14,2,False
2016-09-15,2,False
2016-09-16,3,False
2016-09-17,2,False
2016-09-18,2,False
2016-09-19,2,False
2016-09-20,4,False
2016-09-21,3,False
2016-09-22,4,False
2016-09-23,3,False
2016-09-24,3,False
2016-09-25,3,False
2016-09-26,6,False
2016-09-27,13,False
2016-09-28,6,False
2016-09-29,6,False
2016-09-30,5,False
2016-10-01,4,False
2016-10-02,4,False
2016-10-03,4,False
2016-10-04,4,False
2016-10-05,4,False
2016-10-06,4,False
2016-10-07,3,False
2016-10-08,9,False
2016-10-09,7,False
2016-10-10,15,False
2016-10-11,12,False
2016-10-12,16,False
2016-10-13,14,False
2016-10-14,9,False
2016-10-15,8,False
2016-10-16,6,False
2016-10-17,6,False
2016-10-18,7,False
2016-10-19,8,False
2016-10-20,19,False
2016-10-21,7,False
2016-10-22,6,False
2016-10-23,7,False
2016-10-24,8,False
2016-10-25,11,False
2016-10-26,13,False
2016-10-27,12,False
2016-10-28,9,False
2016-10-29,7,False
2016-10-30,7,False
2016-10-31,10,False
2016-11-01,11,False
2016-11-02,16,False
2016-11-03,14,False
2016-11-04,15,False
2016-11-05,16,False
2016-11-06,24,False
2016-11-07,41,False
2016-11-08,100,False
