date,vote trump,isPartial
2016-08-07,0,False
2016-08-08,0,False
2016-08-09,0,False
2016-08-10,0,False
2016-08-11,0,False
2016-08-12,0,False
2016-08-13,0,False
2016-08-14,8,False
2016-08-15,0,False
2016-08-16,7,False
2016-08-17,15,False
2016-08-18,15,False
2016-08-19,0,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,7,False
2016-08-23,0,False
2016-08-24,14,False
2016-08-25,7,False
2016-08-26,0,False
2016-08-27,0,False
2016-08-28,0,False
2016-08-29,7,False
2016-08-30,0,False
2016-08-31,7,False
2016-09-01,0,False
2016-09-02,7,False
2016-09-03,0,False
2016-09-04,15,False
2016-09-05,0,False
2016-09-06,0,False
2016-09-07,0,False
2016-09-08,13,False
2016-09-09,0,False
2016-09-10,0,False
2016-09-11,0,False
2016-09-12,0,False
2016-09-13,6,False
2016-09-14,13,False
2016-09-15,0,False
2016-09-16,7,False
2016-09-17,8,False
2016-09-18,7,False
2016-09-19,6,False
2016-09-20,0,False
2016-09-21,6,False
2016-09-22,0,False
2016-09-23,0,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,6,False
2016-09-27,0,False
2016-09-28,13,False
2016-09-29,0,False
2016-09-30,13,False
2016-10-01,8,False
2016-10-02,7,False
2016-10-03,6,False
2016-10-04,0,False
2016-10-05,0,False
2016-10-06,6,False
2016-10-07,6,False
2016-10-08,21,False
2016-10-09,7,False
2016-10-10,0,False
2016-10-11,13,False
2016-10-12,19,False
2016-10-13,0,False
2016-10-14,13,False
2016-10-15,8,False
2016-10-16,0,False
2016-10-17,12,False
2016-10-18,25,False
2016-10-19,13,False
2016-10-20,31,False
2016-10-21,13,False
2016-10-22,8,False
2016-10-23,8,False
2016-10-24,6,False
2016-10-25,18,False
2016-10-26,12,False
2016-10-27,25,False
2016-10-28,39,False
2016-10-29,15,False
2016-10-30,0,False
2016-10-31,12,False
2016-11-01,0,False
2016-11-02,18,False
2016-11-03,23,False
2016-11-04,19,False
2016-11-05,8,False
2016-11-06,43,False
2016-11-07,54,False
2016-11-08,100,False
