date,vote trump,isPartial
2016-08-07,0,False
2016-08-08,0,False
2016-08-09,10,False
2016-08-10,7,False
2016-08-11,11,False
2016-08-12,0,False
2016-08-13,9,False
2016-08-14,0,False
2016-08-15,0,False
2016-08-16,7,False
2016-08-17,18,False
2016-08-18,7,False
2016-08-19,0,False
2016-08-20,0,False
2016-08-21,8,False
2016-08-22,7,False
2016-08-23,7,False
2016-08-24,6,False
2016-08-25,6,False
2016-08-26,7,False
2016-08-27,8,False
2016-08-28,0,False
2016-08-29,6,False
2016-08-30,6,False
2016-08-31,6,False
2016-09-01,0,False
2016-09-02,0,False
2016-09-03,0,False
2016-09-04,0,False
2016-09-05,15,False
2016-09-06,0,False
2016-09-07,0,False
2016-09-08,6,False
2016-09-09,0,False
2016-09-10,0,False
2016-09-11,7,False
2016-09-12,0,False
2016-09-13,6,False
2016-09-14,0,False
2016-09-15,0,False
2016-09-16,7,False
2016-09-17,0,False
2016-09-18,7,False
2016-09-19,12,False
2016-09-20,9,False
2016-09-21,6,False
2016-09-22,6,False
2016-09-23,7,False
2016-09-24,0,False
2016-09-25,8,False
2016-09-26,16,False
2016-09-27,6,False
2016-09-28,6,False
2016-09-29,0,False
2016-09-30,13,False
2016-10-01,8,False
2016-10-02,7,False
2016-10-03,12,False
2016-10-04,6,False
2016-10-05,6,False
2016-10-06,6,False
2016-10-07,0,False
2016-10-08,16,False
2016-10-09,15,False
2016-10-10,13,False
2016-10-11,12,False
2016-10-12,9,False
2016-10-13,16,False
2016-10-14,13,False
2016-10-15,8,False
2016-10-16,8,False
2016-10-17,0,False
2016-10-18,25,False
2016-10-19,6,False
2016-10-20,25,False
2016-10-21,10,False
2016-10-22,16,False
2016-10-23,19,False
2016-10-24,15,False
2016-10-25,0,False
2016-10-26,6,False
2016-10-27,12,False
2016-10-28,6,False
2016-10-29,8,False
2016-10-30,11,False
2016-10-31,18,False
2016-11-01,13,False
2016-11-02,9,False
2016-11-03,21,False
2016-11-04,6,False
2016-11-05,23,False
2016-11-06,37,False
2016-11-07,52,False
2016-11-08,100,False
