date,vote trump,isPartial
2016-08-07,2,False
2016-08-08,2,False
2016-08-09,2,False
2016-08-10,1,False
2016-08-11,2,False
2016-08-12,1,False
2016-08-13,2,False
2016-08-14,2,False
2016-08-15,1,False
2016-08-16,2,False
2016-08-17,6,False
2016-08-18,3,False
2016-08-19,2,False
2016-08-20,2,False
2016-08-21,2,False
2016-08-22,1,False
2016-08-23,1,False
2016-08-24,2,False
2016-08-25,2,False
2016-08-26,1,False
2016-08-27,1,False
2016-08-28,2,False
2016-08-29,2,False
2016-08-30,2,False
2016-08-31,2,False
2016-09-01,2,False
2016-09-02,2,False
2016-09-03,2,False
2016-09-04,1,False
2016-09-05,1,False
2016-09-06,2,False
2016-09-07,2,False
2016-09-08,2,False
2016-09-09,2,False
2016-09-10,2,False
2016-09-11,1,False
2016-09-12,2,False
2016-09-13,2,False
2016-09-14,2,False
2016-09-15,2,False
2016-09-16,2,False
2016-09-17,2,False
2016-09-18,2,False
2016-09-19,2,False
2016-09-20,3,False
2016-09-21,3,False
2016-09-22,3,False
2016-09-23,3,False
2016-09-24,3,False
2016-09-25,3,False
2016-09-26,5,False
2016-09-27,14,False
2016-09-28,7,False
2016-09-29,5,False
2016-09-30,5,False
2016-10-01,4,False
2016-10-02,3,False
2016-10-03,3,False
2016-10-04,4,False
2016-10-05,3,False
2016-10-06,4,False
2016-10-07,4,False
2016-10-08,6,False
2016-10-09,6,False
2016-10-10,14,False
2016-10-11,11,False
2016-10-12,16,False
2016-10-13,14,False
2016-10-14,9,False
2016-10-15,8,False
2016-10-16,6,False
2016-10-17,7,False
2016-10-18,8,False
2016-10-19,7,False
2016-10-20,18,False
2016-10-21,7,False
2016-10-22,6,False
2016-10-23,6,False
2016-10-24,8,False
2016-10-25,12,False
2016-10-26,14,False
2016-10-27,12,False
2016-10-28,9,False
2016-10-29,7,False
2016-10-30,8,False
2016-10-31,9,False
2016-11-01,10,False
2016-11-02,16,False
2016-11-03,15,False
2016-11-04,15,False
2016-11-05,15,False
2016-11-06,23,False
2016-11-07,40,False
2016-11-08,100,False
