date,trump immigration,isPartial
2020-05-27,0,False
2020-05-28,38,False
2020-05-29,0,False
2020-05-30,0,False
2020-05-31,0,False
2020-06-01,39,False
2020-06-02,0,False
2020-06-03,37,False
2020-06-04,0,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,38,False
2020-06-09,0,False
2020-06-10,0,False
2020-06-11,0,False
2020-06-12,84,False
2020-06-13,0,False
2020-06-14,50,False
2020-06-15,0,False
2020-06-16,82,False
2020-06-17,0,False
2020-06-18,43,False
2020-06-19,0,False
2020-06-20,100,False
2020-06-21,51,False
2020-06-22,43,False
2020-06-23,85,False
2020-06-24,43,False
2020-06-25,65,False
2020-06-26,45,False
2020-06-27,0,False
2020-06-28,0,False
2020-06-29,0,False
2020-06-30,0,False
