date,obama immigration,isPartial
2012-08-06,31,False
2012-08-07,0,False
2012-08-08,30,False
2012-08-09,0,False
2012-08-10,0,False
2012-08-11,0,False
2012-08-12,38,False
2012-08-13,0,False
2012-08-14,0,False
2012-08-15,0,False
2012-08-16,0,False
2012-08-17,0,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,0,False
2012-08-21,0,False
2012-08-22,0,False
2012-08-23,0,False
2012-08-24,44,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,0,False
2012-08-28,0,False
2012-08-29,0,False
2012-08-30,0,False
2012-08-31,0,False
2012-09-01,0,False
2012-09-02,36,False
2012-09-03,0,False
2012-09-04,0,False
2012-09-05,0,False
2012-09-06,0,False
2012-09-07,0,False
2012-09-08,47,False
2012-09-09,92,False
2012-09-10,37,False
2012-09-11,0,False
2012-09-12,0,False
2012-09-13,0,False
2012-09-14,0,False
2012-09-15,35,False
2012-09-16,0,False
2012-09-17,0,False
2012-09-18,0,False
2012-09-19,0,False
2012-09-20,0,False
2012-09-21,0,False
2012-09-22,0,False
2012-09-23,0,False
2012-09-24,0,False
2012-09-25,0,False
2012-09-26,0,False
2012-09-27,29,False
2012-09-28,0,False
2012-09-29,0,False
2012-09-30,0,False
2012-10-01,0,False
2012-10-02,0,False
2012-10-03,0,False
2012-10-04,36,False
2012-10-05,0,False
2012-10-06,45,False
2012-10-07,0,False
2012-10-08,0,False
2012-10-09,0,False
2012-10-10,0,False
2012-10-11,0,False
2012-10-12,0,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,0,False
2012-10-16,0,False
2012-10-17,100,False
2012-10-18,97,False
2012-10-19,0,False
2012-10-20,0,False
2012-10-21,42,False
2012-10-22,34,False
2012-10-23,0,False
2012-10-24,0,False
2012-10-25,0,False
2012-10-26,34,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,0,False
2012-10-30,0,False
2012-10-31,33,False
2012-11-01,0,False
2012-11-02,0,False
2012-11-03,0,False
2012-11-04,0,False
2012-11-05,67,False
2012-11-06,0,False
