date,trump health,isPartial
2020-05-27,0,False
2020-05-28,0,False
2020-05-29,23,False
2020-05-30,25,False
2020-05-31,0,False
2020-06-01,0,False
2020-06-02,0,False
2020-06-03,0,False
2020-06-04,22,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,21,False
2020-06-09,0,False
2020-06-10,0,False
2020-06-11,0,False
2020-06-12,23,False
2020-06-13,100,False
2020-06-14,90,False
2020-06-15,57,False
2020-06-16,22,False
2020-06-17,23,False
2020-06-18,23,False
2020-06-19,0,False
2020-06-20,0,False
2020-06-21,39,False
2020-06-22,0,False
2020-06-23,23,False
2020-06-24,23,False
2020-06-25,24,False
2020-06-26,0,False
2020-06-27,0,False
2020-06-28,0,False
2020-06-29,0,False
2020-06-30,0,False
2020-07-01,24,False
2020-07-02,0,False
2020-07-03,25,False
2020-07-04,0,False
2020-07-05,0,False
2020-07-06,0,False
2020-07-07,48,False
2020-07-08,0,False
2020-07-09,25,False
2020-07-10,49,False
2020-07-11,27,False
