date,trump health,isPartial
2020-05-27,21,False
2020-05-28,0,False
2020-05-29,43,False
2020-05-30,100,False
2020-05-31,51,False
2020-06-01,0,False
2020-06-02,22,False
2020-06-03,0,False
2020-06-04,42,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,26,False
2020-06-08,21,False
2020-06-09,0,False
2020-06-10,0,False
2020-06-11,0,False
2020-06-12,23,False
2020-06-13,39,False
2020-06-14,80,False
2020-06-15,45,False
2020-06-16,33,False
2020-06-17,68,False
2020-06-18,23,False
2020-06-19,0,False
2020-06-20,39,False
2020-06-21,26,False
2020-06-22,44,False
2020-06-23,22,False
2020-06-24,23,False
2020-06-25,23,False
2020-06-26,35,False
2020-06-27,25,False
2020-06-28,26,False
2020-06-29,23,False
2020-06-30,23,False
2020-07-01,23,False
2020-07-02,24,False
2020-07-03,25,False
2020-07-04,29,False
2020-07-05,0,False
2020-07-06,0,False
2020-07-07,0,False
2020-07-08,0,False
2020-07-09,0,False
2020-07-10,23,False
2020-07-11,26,False
