date,trump health,isPartial
2020-05-27,9,False
2020-05-28,6,False
2020-05-29,28,False
2020-05-30,17,False
2020-05-31,13,False
2020-06-01,13,False
2020-06-02,13,False
2020-06-03,13,False
2020-06-04,14,False
2020-06-05,7,False
2020-06-06,5,False
2020-06-07,6,False
2020-06-08,10,False
2020-06-09,8,False
2020-06-10,9,False
2020-06-11,7,False
2020-06-12,18,False
2020-06-13,61,False
2020-06-14,100,False
2020-06-15,90,False
2020-06-16,45,False
2020-06-17,26,False
2020-06-18,24,False
2020-06-19,20,False
2020-06-20,20,False
2020-06-21,17,False
2020-06-22,12,False
2020-06-23,12,False
2020-06-24,15,False
2020-06-25,14,False
2020-06-26,13,False
2020-06-27,14,False
2020-06-28,10,False
2020-06-29,10,False
2020-06-30,11,False
2020-07-01,6,False
2020-07-02,8,False
2020-07-03,11,False
2020-07-04,9,False
2020-07-05,10,False
2020-07-06,15,False
2020-07-07,26,False
2020-07-08,17,False
2020-07-09,14,False
2020-07-10,14,False
2020-07-11,10,False
