date,trump health,isPartial
2020-05-27,27,False
2020-05-28,26,False
2020-05-29,27,False
2020-05-30,32,False
2020-05-31,32,False
2020-06-01,0,False
2020-06-02,0,False
2020-06-03,0,False
2020-06-04,0,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,26,False
2020-06-09,0,False
2020-06-10,0,False
2020-06-11,0,False
2020-06-12,29,False
2020-06-13,84,False
2020-06-14,100,False
2020-06-15,72,False
2020-06-16,0,False
2020-06-17,29,False
2020-06-18,29,False
2020-06-19,0,False
2020-06-20,0,False
2020-06-21,34,False
2020-06-22,0,False
2020-06-23,0,False
2020-06-24,29,False
2020-06-25,0,False
2020-06-26,0,False
2020-06-27,0,False
2020-06-28,0,False
2020-06-29,0,False
2020-06-30,29,False
2020-07-01,0,False
2020-07-02,0,False
2020-07-03,0,False
2020-07-04,36,False
2020-07-05,0,False
2020-07-06,0,False
2020-07-07,29,False
2020-07-08,0,False
2020-07-09,43,False
2020-07-10,0,False
2020-07-11,34,False
