date,trump health,isPartial
2020-05-27,0,False
2020-05-28,10,False
2020-05-29,10,False
2020-05-30,17,False
2020-05-31,23,False
2020-06-01,15,False
2020-06-02,30,False
2020-06-03,23,False
2020-06-04,0,False
2020-06-05,10,False
2020-06-06,11,False
2020-06-07,0,False
2020-06-08,28,False
2020-06-09,19,False
2020-06-10,10,False
2020-06-11,0,False
2020-06-12,10,False
2020-06-13,39,False
2020-06-14,62,False
2020-06-15,100,False
2020-06-16,30,False
2020-06-17,25,False
2020-06-18,10,False
2020-06-19,0,False
2020-06-20,17,False
2020-06-21,12,False
2020-06-22,10,False
2020-06-23,0,False
2020-06-24,31,False
2020-06-25,31,False
2020-06-26,16,False
2020-06-27,17,False
2020-06-28,0,False
2020-06-29,0,False
2020-06-30,21,False
2020-07-01,10,False
2020-07-02,0,False
2020-07-03,11,False
2020-07-04,0,False
2020-07-05,24,False
2020-07-06,21,False
2020-07-07,16,False
2020-07-08,11,False
2020-07-09,22,False
2020-07-10,54,False
2020-07-11,12,False
