date,trump health,isPartial
2020-05-27,26,False
2020-05-28,26,False
2020-05-29,96,False
2020-05-30,32,False
2020-05-31,33,False
2020-06-01,41,False
2020-06-02,41,False
2020-06-03,27,False
2020-06-04,0,False
2020-06-05,26,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,26,False
2020-06-09,39,False
2020-06-10,27,False
2020-06-11,0,False
2020-06-12,29,False
2020-06-13,67,False
2020-06-14,100,False
2020-06-15,83,False
2020-06-16,67,False
2020-06-17,68,False
2020-06-18,28,False
2020-06-19,29,False
2020-06-20,0,False
2020-06-21,0,False
2020-06-22,85,False
2020-06-23,0,False
2020-06-24,29,False
2020-06-25,29,False
2020-06-26,30,False
2020-06-27,0,False
2020-06-28,33,False
2020-06-29,0,False
2020-06-30,0,False
2020-07-01,0,False
2020-07-02,0,False
2020-07-03,33,False
2020-07-04,0,False
2020-07-05,35,False
2020-07-06,28,False
2020-07-07,0,False
2020-07-08,30,False
2020-07-09,0,False
2020-07-10,0,False
2020-07-11,35,False
