date,vote trump,isPartial
2020-04-11,0,False
2020-04-12,39,False
2020-04-13,35,False
2020-04-14,0,False
2020-04-15,65,False
2020-04-16,0,False
2020-04-17,0,False
2020-04-18,0,False
2020-04-19,0,False
2020-04-20,0,False
2020-04-21,33,False
2020-04-22,0,False
2020-04-23,66,False
2020-04-24,33,False
2020-04-25,0,False
2020-04-26,37,False
2020-04-27,0,False
2020-04-28,33,False
2020-04-29,0,False
2020-04-30,31,False
2020-05-01,34,False
2020-05-02,38,False
2020-05-03,77,False
2020-05-04,0,False
2020-05-05,63,False
2020-05-06,0,False
2020-05-07,33,False
2020-05-08,33,False
2020-05-09,0,False
2020-05-10,0,False
2020-05-11,34,False
2020-05-12,0,False
2020-05-13,34,False
2020-05-14,0,False
2020-05-15,34,False
2020-05-16,38,False
2020-05-17,0,False
2020-05-18,0,False
2020-05-19,0,False
2020-05-20,69,False
2020-05-21,0,False
2020-05-22,72,False
2020-05-23,39,False
2020-05-24,0,False
2020-05-25,0,False
2020-05-26,0,False
2020-05-27,69,False
2020-05-28,0,False
2020-05-29,35,False
2020-05-30,0,False
2020-05-31,0,False
2020-06-01,67,False
2020-06-02,69,False
2020-06-03,33,False
2020-06-04,33,False
2020-06-05,67,False
2020-06-06,38,False
2020-06-07,0,False
2020-06-08,49,False
2020-06-09,68,False
2020-06-10,0,False
2020-06-11,0,False
2020-06-12,0,False
2020-06-13,58,False
2020-06-14,78,False
2020-06-15,69,False
2020-06-16,34,False
2020-06-17,35,False
2020-06-18,35,False
2020-06-19,36,False
2020-06-20,58,False
2020-06-21,100,False
2020-06-22,54,False
2020-06-23,54,False
2020-06-24,72,False
2020-06-25,36,False
2020-06-26,0,False
2020-06-27,79,False
2020-06-28,39,False
2020-06-29,72,False
2020-06-30,36,False
2020-07-01,37,False
2020-07-02,0,False
2020-07-03,0,False
2020-07-04,41,False
2020-07-05,64,False
2020-07-06,0,False
2020-07-07,37,False
2020-07-08,0,False
2020-07-09,37,False
2020-07-10,38,False
2020-07-11,41,False
