date,hillary health,isPartial
2016-08-07,0,False
2016-08-08,0,False
2016-08-09,0,False
2016-08-10,38,False
2016-08-11,38,False
2016-08-12,0,False
2016-08-13,0,False
2016-08-14,0,False
2016-08-15,0,False
2016-08-16,0,False
2016-08-17,0,False
2016-08-18,0,False
2016-08-19,40,False
2016-08-20,45,False
2016-08-21,46,False
2016-08-22,36,False
2016-08-23,37,False
2016-08-24,0,False
2016-08-25,34,False
2016-08-26,0,False
2016-08-27,0,False
2016-08-28,41,False
2016-08-29,66,False
2016-08-30,67,False
2016-08-31,0,False
2016-09-01,35,False
2016-09-02,0,False
2016-09-03,41,False
2016-09-04,40,False
2016-09-05,0,False
2016-09-06,32,False
2016-09-07,34,False
2016-09-08,0,False
2016-09-09,35,False
2016-09-10,0,False
2016-09-11,39,False
2016-09-12,81,False
2016-09-13,33,False
2016-09-14,100,False
2016-09-15,34,False
2016-09-16,35,False
2016-09-17,0,False
2016-09-18,38,False
2016-09-19,33,False
2016-09-20,34,False
2016-09-21,0,False
2016-09-22,0,False
2016-09-23,0,False
2016-09-24,42,False
2016-09-25,0,False
2016-09-26,0,False
2016-09-27,0,False
2016-09-28,0,False
2016-09-29,0,False
2016-09-30,0,False
2016-10-01,43,False
2016-10-02,0,False
2016-10-03,0,False
2016-10-04,34,False
2016-10-05,33,False
2016-10-06,0,False
2016-10-07,0,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,0,False
2016-10-11,0,False
2016-10-12,34,False
2016-10-13,0,False
2016-10-14,0,False
2016-10-15,0,False
2016-10-16,0,False
2016-10-17,0,False
2016-10-18,34,False
2016-10-19,0,False
2016-10-20,0,False
2016-10-21,0,False
2016-10-22,0,False
2016-10-23,0,False
2016-10-24,0,False
2016-10-25,0,False
2016-10-26,0,False
2016-10-27,0,False
2016-10-28,0,False
2016-10-29,0,False
2016-10-30,0,False
2016-10-31,0,False
2016-11-01,0,False
2016-11-02,0,False
2016-11-03,0,False
2016-11-04,0,False
2016-11-05,0,False
2016-11-06,0,False
2016-11-07,0,False
2016-11-08,0,False
