date,hillary health,isPartial
2016-08-07,0,False
2016-08-08,8,False
2016-08-09,11,False
2016-08-10,8,False
2016-08-11,23,False
2016-08-12,16,False
2016-08-13,9,False
2016-08-14,17,False
2016-08-15,7,False
2016-08-16,15,False
2016-08-17,23,False
2016-08-18,16,False
2016-08-19,16,False
2016-08-20,0,False
2016-08-21,23,False
2016-08-22,46,False
2016-08-23,11,False
2016-08-24,7,False
2016-08-25,10,False
2016-08-26,7,False
2016-08-27,8,False
2016-08-28,32,False
2016-08-29,17,False
2016-08-30,20,False
2016-08-31,7,False
2016-09-01,10,False
2016-09-02,14,False
2016-09-03,8,False
2016-09-04,9,False
2016-09-05,16,False
2016-09-06,17,False
2016-09-07,7,False
2016-09-08,7,False
2016-09-09,7,False
2016-09-10,8,False
2016-09-11,39,False
2016-09-12,100,False
2016-09-13,56,False
2016-09-14,53,False
2016-09-15,14,False
2016-09-16,7,False
2016-09-17,16,False
2016-09-18,15,False
2016-09-19,7,False
2016-09-20,0,False
2016-09-21,10,False
2016-09-22,7,False
2016-09-23,14,False
2016-09-24,21,False
2016-09-25,8,False
2016-09-26,10,False
2016-09-27,13,False
2016-09-28,7,False
2016-09-29,10,False
2016-09-30,7,False
2016-10-01,0,False
2016-10-02,16,False
2016-10-03,7,False
2016-10-04,13,False
2016-10-05,7,False
2016-10-06,7,False
2016-10-07,0,False
2016-10-08,8,False
2016-10-09,0,False
2016-10-10,13,False
2016-10-11,0,False
2016-10-12,10,False
2016-10-13,7,False
2016-10-14,7,False
2016-10-15,0,False
2016-10-16,8,False
2016-10-17,0,False
2016-10-18,6,False
2016-10-19,6,False
2016-10-20,6,False
2016-10-21,7,False
2016-10-22,8,False
2016-10-23,0,False
2016-10-24,0,False
2016-10-25,7,False
2016-10-26,0,False
2016-10-27,0,False
2016-10-28,21,False
2016-10-29,0,False
2016-10-30,0,False
2016-10-31,0,False
2016-11-01,0,False
2016-11-02,0,False
2016-11-03,6,False
2016-11-04,0,False
2016-11-05,0,False
2016-11-06,0,False
2016-11-07,6,False
2016-11-08,0,False
