date,hillary health,isPartial
2016-08-07,0,False
2016-08-08,0,False
2016-08-09,0,False
2016-08-10,17,False
2016-08-11,17,False
2016-08-12,17,False
2016-08-13,21,False
2016-08-14,21,False
2016-08-15,0,False
2016-08-16,17,False
2016-08-17,18,False
2016-08-18,17,False
2016-08-19,27,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,42,False
2016-08-23,17,False
2016-08-24,16,False
2016-08-25,0,False
2016-08-26,16,False
2016-08-27,19,False
2016-08-28,38,False
2016-08-29,15,False
2016-08-30,15,False
2016-08-31,92,False
2016-09-01,0,False
2016-09-02,0,False
2016-09-03,18,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,30,False
2016-09-07,15,False
2016-09-08,0,False
2016-09-09,0,False
2016-09-10,19,False
2016-09-11,100,False
2016-09-12,91,False
2016-09-13,15,False
2016-09-14,23,False
2016-09-15,30,False
2016-09-16,16,False
2016-09-17,19,False
2016-09-18,0,False
2016-09-19,15,False
2016-09-20,15,False
2016-09-21,0,False
2016-09-22,0,False
2016-09-23,16,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,46,False
2016-09-27,0,False
2016-09-28,0,False
2016-09-29,15,False
2016-09-30,0,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,0,False
2016-10-04,15,False
2016-10-05,0,False
2016-10-06,15,False
2016-10-07,16,False
2016-10-08,19,False
2016-10-09,0,False
2016-10-10,15,False
2016-10-11,0,False
2016-10-12,0,False
2016-10-13,0,False
2016-10-14,0,False
2016-10-15,0,False
2016-10-16,19,False
2016-10-17,0,False
2016-10-18,0,False
2016-10-19,16,False
2016-10-20,16,False
2016-10-21,0,False
2016-10-22,0,False
2016-10-23,0,False
2016-10-24,0,False
2016-10-25,44,False
2016-10-26,0,False
2016-10-27,15,False
2016-10-28,0,False
2016-10-29,0,False
2016-10-30,0,False
2016-10-31,15,False
2016-11-01,16,False
2016-11-02,15,False
2016-11-03,15,False
2016-11-04,16,False
2016-11-05,0,False
2016-11-06,18,False
2016-11-07,0,False
2016-11-08,14,False
