date,hillary health,isPartial
2016-08-07,0,False
2016-08-08,30,False
2016-08-09,25,False
2016-08-10,26,False
2016-08-11,26,False
2016-08-12,21,False
2016-08-13,12,False
2016-08-14,24,False
2016-08-15,21,False
2016-08-16,10,False
2016-08-17,11,False
2016-08-18,56,False
2016-08-19,22,False
2016-08-20,13,False
2016-08-21,13,False
2016-08-22,21,False
2016-08-23,32,False
2016-08-24,16,False
2016-08-25,10,False
2016-08-26,10,False
2016-08-27,18,False
2016-08-28,70,False
2016-08-29,24,False
2016-08-30,19,False
2016-08-31,0,False
2016-09-01,9,False
2016-09-02,29,False
2016-09-03,22,False
2016-09-04,11,False
2016-09-05,0,False
2016-09-06,9,False
2016-09-07,28,False
2016-09-08,9,False
2016-09-09,14,False
2016-09-10,0,False
2016-09-11,41,False
2016-09-12,100,False
2016-09-13,51,False
2016-09-14,48,False
2016-09-15,23,False
2016-09-16,29,False
2016-09-17,11,False
2016-09-18,16,False
2016-09-19,14,False
2016-09-20,0,False
2016-09-21,9,False
2016-09-22,28,False
2016-09-23,15,False
2016-09-24,0,False
2016-09-25,11,False
2016-09-26,9,False
2016-09-27,9,False
2016-09-28,0,False
2016-09-29,0,False
2016-09-30,0,False
2016-10-01,11,False
2016-10-02,0,False
2016-10-03,0,False
2016-10-04,0,False
2016-10-05,9,False
2016-10-06,0,False
2016-10-07,10,False
2016-10-08,0,False
2016-10-09,21,False
2016-10-10,0,False
2016-10-11,19,False
2016-10-12,9,False
2016-10-13,9,False
2016-10-14,10,False
2016-10-15,0,False
2016-10-16,11,False
2016-10-17,0,False
2016-10-18,0,False
2016-10-19,9,False
2016-10-20,19,False
2016-10-21,0,False
2016-10-22,0,False
2016-10-23,0,False
2016-10-24,0,False
2016-10-25,18,False
2016-10-26,0,False
2016-10-27,0,False
2016-10-28,10,False
2016-10-29,16,False
2016-10-30,21,False
2016-10-31,0,False
2016-11-01,0,False
2016-11-02,18,False
2016-11-03,0,False
2016-11-04,9,False
2016-11-05,17,False
2016-11-06,11,False
2016-11-07,17,False
2016-11-08,0,False
