14,19
17,24
8,14
0,5
51,60
8,13
0,6
9,13
16,28
18,26
27,36
0,11
43,47
31,39
7,12
7,10
15,26
6,9
3,8
0,7
48,53
6,9
6,9
11,17
8,14
8,14
23,31
0,5
14,17
11,18
31,34
23,32
11,18
23,29
9,14
0,5
34,40
19,27
20,27
24,30
24,30
24,30
46,51
24,27
9,12
31,40
8,14
27,32
62,68
87,93
32,43
0,9
17,20
0,10
22,29
0,11
15,22
19,22
42,54
37,42
11,17
39,49
11,14
11,14
7,11
12,16
17,20
17,20
0,7
6,14
15,20
7,12
32,39
28,31
6,9
6,9
23,27
37,42
28,31
28,31
48,52
20,26
0,5
21,26
17,21
0,11
9,12
20,27
24,27
33,38
0,6
0,5
36,39
0,5
56,61
56,61
28,31
0,10
0,10
17,22
12,16
27,30
15,20
7,16
30,35
36,43
44,53
35,43
23,25
49,58
14,19
0,5
25,34
49,57
25,30
15,24
21,30
31,37
30,38
8,11
37,39
37,39
37,39
13,18
59,73
0,9
10,14
15,19
11,16
26,34
8,11
39,43
36,41
15,18
0,10
11,18
34,39
34,39
8,17
17,23
13,21
13,22
43,48
0,5
6,9
6,9
6,9
6,9
13,18
34,46
6,14
8,20
34,41
15,20
0,6
20,25
14,22
31,40
21,28
31,41
35,40
4,7
22,27
49,52
49,52
72,81
12,17
18,21
0,10
7,16
19,26
29,37
11,14
24,32
21,23
9,15
5,9
22,31
35,43
24,36
55,64
55,64
55,64
13,21
34,39
0,5
8,11
24,32
13,22
0,7
24,34
31,36
55,61
55,61
30,35
30,35
23,28
9,14
30,32
30,32
30,32
5,11
0,7
7,16
26,29
26,29
30,33
10,18
9,14
33,39
33,39
2,8
2,8
2,8
10,15
16,21
0,5
7,13
7,13
7,13
27,32
29,33
45,50
28,33
34,39
34,39
10,13
21,26
35,41
35,41
0,6
7,11
9,19
0,12
13,17
29,35
36,41
8,11
30,36
30,36
30,36
0,7
19,22
9,14
10,20
27,35
13,15
13,15
13,15
9,14
0,5
23,33
10,15
10,15
2,11
2,11
12,16
0,7
31,39
12,18
10,16
10,16
36,44
10,18
3,12
30,34
14,23
0,8
11,19
21,24
21,24
21,24
21,24
8,13
8,13
33,39
28,33
18,26
4,8
4,8
19,28
18,23
24,28
15,18
21,26
21,26
21,27
4,8
30,36
4,8
13,18
14,22
13,21
11,14
32,42
0,5
13,17
10,17
21,24
21,24
21,24
21,24
37,41
0,9
0,9
17,25
17,25
17,25
0,12
13,24
3,11
0,5
12,17
32,40
4,9
33,41
12,20
4,7
25,30
42,44
42,44
42,44
38,43
46,51
40,49
4,8
37,40
74,80
74,80
74,80
84,87
84,87
84,87
84,87
88,91
88,91
4,9
0,5
19,28
3,11
3,12
0,9
32,36
