date,trump immigration,isPartial
2020-05-27,0,False
2020-05-28,25,False
2020-05-29,0,False
2020-05-30,0,False
2020-05-31,0,False
2020-06-01,0,False
2020-06-02,50,False
2020-06-03,24,False
2020-06-04,24,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,0,False
2020-06-09,0,False
2020-06-10,24,False
2020-06-11,0,False
2020-06-12,25,False
2020-06-13,0,False
2020-06-14,56,False
2020-06-15,25,False
2020-06-16,24,False
2020-06-17,0,False
2020-06-18,25,False
2020-06-19,0,False
2020-06-20,28,False
2020-06-21,0,False
2020-06-22,100,False
2020-06-23,33,False
2020-06-24,25,False
2020-06-25,0,False
2020-06-26,26,False
2020-06-27,28,False
2020-06-28,28,False
2020-06-29,0,False
2020-06-30,77,False
