date,obama immigration,isPartial
2012-08-06,73,False
2012-08-07,74,False
2012-08-08,75,False
2012-08-09,0,False
2012-08-10,0,False
2012-08-11,0,False
2012-08-12,0,False
2012-08-13,75,False
2012-08-14,75,False
2012-08-15,75,False
2012-08-16,77,False
2012-08-17,0,False
2012-08-18,100,False
2012-08-19,0,False
2012-08-20,0,False
2012-08-21,73,False
2012-08-22,74,False
2012-08-23,75,False
2012-08-24,0,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,0,False
2012-08-28,0,False
2012-08-29,0,False
2012-08-30,75,False
2012-08-31,0,False
2012-09-01,0,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,0,False
2012-09-05,71,False
2012-09-06,71,False
2012-09-07,0,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,0,False
2012-09-11,0,False
2012-09-12,0,False
2012-09-13,0,False
2012-09-14,77,False
2012-09-15,96,False
2012-09-16,0,False
2012-09-17,69,False
2012-09-18,0,False
2012-09-19,70,False
2012-09-20,73,False
2012-09-21,0,False
2012-09-22,0,False
2012-09-23,0,False
2012-09-24,70,False
2012-09-25,0,False
2012-09-26,66,False
2012-09-27,68,False
2012-09-28,70,False
2012-09-29,0,False
2012-09-30,0,False
2012-10-01,0,False
2012-10-02,68,False
2012-10-03,69,False
2012-10-04,71,False
2012-10-05,78,False
2012-10-06,0,False
2012-10-07,0,False
2012-10-08,71,False
2012-10-09,0,False
2012-10-10,68,False
2012-10-11,70,False
2012-10-12,0,False
2012-10-13,0,False
2012-10-14,87,False
2012-10-15,0,False
2012-10-16,68,False
2012-10-17,69,False
2012-10-18,69,False
2012-10-19,0,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,0,False
2012-10-23,67,False
2012-10-24,70,False
2012-10-25,0,False
2012-10-26,75,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,0,False
2012-10-30,0,False
2012-10-31,0,False
2012-11-01,73,False
2012-11-02,0,False
2012-11-03,0,False
2012-11-04,0,False
2012-11-05,68,False
2012-11-06,0,False
