date,text
2020-06-03,biden has edge over trump on handling race relations: poll
2020-06-03,"fox news poll: biden-trump tossup in ohio, 82 percent approve of dewine"
2020-06-03,"montana lawmaker who bodyslammed reporter wins gop gubernatorial primary, as biden all but secures nomination"
2020-06-03,karl rove: why joe biden's speech on george floyd protests was 'fundamentally flawed'
2020-06-03,ex-cia spy valerie plame loses house bid in new mexico dem primary
2020-06-03,biden raises money off george floyd's 'i can't breathe' comments
2020-06-03,biden closes in on clinching democratic presidential nomination
2020-06-03,"fox news poll: biden ahead in arizona, kelly trouncing mcsally in senate race"
2020-06-03,"marc thiessen: biden should be calling out democrats, not trump over riots"
2020-06-03,charlamagne tha god accuses biden of ‘racist’ legislative record in senate
2020-06-03,"top house dem calls protests 'defining' historical moment, but condemns looting"
2020-06-03,trump claims he’s done more for black americans than any president other than lincoln
2020-06-03,"ingraham: trump has delivered results for african-americans, biden has delivered 'hashtags' and 'slogans'"
2020-06-03,"rosenstein defends russia probe in senate testimony, faults fbi on fisa problems"
2020-06-03,"liz peek: george floyd rioting – biden doesn't get it. it's the safety, stupid"
2020-06-03,violence abated
2020-06-03,"trump threatens rioters with military, biden urges racial healing"
2020-06-03,biden and trump all tied up in texas: poll
2020-06-03,conservative activist turns tables on dems over claims of voter suppression
2020-06-03,"jimmy failla: george floyd unrest -- biden, democrats want to score political points, skirt honesty"
2020-06-04,doug schoen: george floyd unrest — only this can save dems from defeat in 2020
2020-06-04,ex-hillary clinton spokesman slammed after endorsing ‘defund the police’ push
2020-06-04,"sen. ted cruz says the russia investigation was a politicized, partisan targeting of president trump"
2020-06-04,mainstream media avoids on-air coverage of rod rosenstein hearing after years of pushing russia collusion
2020-06-04,current and former sanders staffers turn on each other in campaign aftermath
2020-06-04,"senate homeland security committee authorizes subpoenas to obama-era officials in review of russia probe, unmasking"
2020-06-04,"cruz calls obama, biden actions in russia probe 'much, much worse' than 'everything richard nixon did'"
2020-06-04,several senate dems kneel during george floyd moment of silence
2020-06-04,aoc rankles democrats again for campaigning against an incumbent: 'she has abandoned her colleagues'
2020-06-04,terribly shallow
2020-06-04,"mike lee: rod rosenstein made a 'stunning' admission about russia probe, carter page"
2020-06-04,google: chinese and iranian hackers targeted biden and trump campaign staffers
2020-06-04,"grassley holds up key trump nominations, demands white house explain inspector general firings"
2020-06-04,senate judiciary punts on subpoena authorization for obama officials in russia probe review
2020-06-04,josh kraushaar breaks down the latest fox news polling in key swing states
2020-06-04,biden calls mattis' criticism of trump a 'powerful indictment'
2020-06-04,"police union official says biden’s gone ‘off the deep end,’ as tensions mount over reform call"
2020-06-04,culture war escalates as trump says media glorify rioters
2020-06-04,"angela stanton-king says obama, biden should have done 'much more' to combat racism"
2020-06-04,david bossie: antifa riots – here's what we need to know about group attacking america
2020-06-05,"some democrats fear biden's inner circle too white, report says"
2020-06-05,"trump holds major campaign meetings at white house, as polls show biden ahead"
2020-06-05,"karl rove knocks biden for this 'real, real mistake' in response to george floyd death"
2020-06-05,karl rove says joe biden muffed his response to protests over george floyd's death
2020-06-05,msnbc hires controversial ex-fbi lawyer lisa page as legal analyst
2020-06-05,ex-acting ag matthew whitaker: stand with americans fighting injustice while upholding law and order
2020-06-05,mark cuban says he hired pollster to help him consider white house run
2020-06-05,ari fleischer: joe biden's new gaffe shows he's 'inherently divisive'
2020-06-05,dc readies for saturday protests as police chief says it may be ‘largest we’ve had in the city’
2020-06-05,deroy murdock: mattis 'should have picked up a couple of his history books' before denouncing trump
2020-06-05,rudy giuliani: believing 'police brutality' is systemic is 'propaganda'; slams biden
2020-06-05,sarah sanders hits back at biden: he shows every day that he's not the person to unite america
2020-06-05,biden claims '10 to 15 percent' of americans are 'just not very good people'
2020-06-05,trump touts letter from ex-attorney dowd attacking mattis: 'you need to bone up on your homework'
2020-06-05,"biden rips trump ‘crowing’ over jobs report, calls president’s remarks on floyd ‘despicable’"
2020-06-05,"trump taunts biden on 1994 crime bill, black incarcerations"
2020-06-05,"chris wallace: biden is the 'favorite' right now after 'very tough week' for trump, us"
2020-06-05,mainstream media falsely frames trump's 'great day' george floyd remarks on jobs report instead of equality under law
2020-06-05,new hires in may dent sky-high jobless rate
2020-06-05,trump to hold press conference on job numbers
2020-06-06,politicians take on police departments as floyd protests intensify
2020-06-06,arnon mishkin: one crisis too many — will the riots be trump's undoing?
2020-06-06,biden clinches democratic presidential nomination with latest delegate haul
2020-06-06,"cnn, msnbc completely avoid biden's claim that '10 to 15 percent' of americans are 'just not very good people'"
2020-06-06,trump jr. calls into radio show to thank veteran allegedly attacked for supporting potus
2020-06-06,david limbaugh: is there anything trump's haters won't blame on him?
2020-06-07,colin powell says he 'cannot in any way support' trump; announces he will vote for biden
2020-06-07,gopers on capitol hill aren't wavering in support of trump despite criticism
2020-06-07,"nypd says 292 officers injured during george floyd protests, as police across us come under siege"
2020-06-07,lara trump rips biden on floyd 'pandering': ex-vp has done 'nothing' for african-americans
2020-06-07,"'watters' world' exclusive: pence hits biden over silence on riot victims, defends trump's church visit"
2020-06-07,george floyd's brother to testify before congress in police brutality hearing
2020-06-07,"trump rails against biden, 'radical left democrats' over movement to defund police"
2020-06-07,"bush, romney not expected to support trump, nyt reports"
2020-06-07,"victor davis hanson: us is in turmoil, europe is weak and china is now on the move — without apologies"
2020-06-07,giuliani 'disappointed' in reports that bush won't back trump's reelection; says romney has 'chip on his shoulder'
2020-06-07,"mike huckabee encourages all republicans to 'make the right move,' support trump's reelection"
2020-06-07,mattis criticism shows president trump's 'manner of leadership' is 'catching up to him': paul gigot
2020-06-07,peter navarro: china has exploited coronavirus pandemic to advance its strategic interests – here’s how
2020-06-08,biden meets with floyd’s family ahead of tuesday’s funeral
2020-06-08,trump adviser slams 'weak statement' from biden campaign on calls to defund police
2020-06-08,trump to resume trademark campaign rallies after coronavirus hiatus
