date,text
2020-06-04,trump meets with top campaign aides as reelection fears rise
2020-06-06,flash bangs and fury: behind the fortress walls in a defining week for trump and the country
2020-06-07,trump's most self-defeating move
2020-06-08,biden embraces healer-in-chief role in return to campaign trail
2020-06-10,can donald trump still win?
2020-06-12,israel has a lot to lose by annexing west bank territory
2020-06-15,it's finally time to spend money on infrastructure
2020-06-17,biden harnesses influencer star power to ramp up digital outreach
2020-06-17,'wiping out the riff-raff' -- meanwhile in america
2020-06-18,bolton book makes clear the dangers of a second trump term
2020-06-19,how trump plans to turn around his losing campaign
2020-06-19,how zuckerberg could splinter the country
2020-06-19,trump threatens protesters ahead of tulsa rally
2020-06-19,amy mcgrath wants a showdown with mitch mcconnell. first she has to beat charles booker.
2020-06-19,trump made 192 false claims from may 4 through june 7
2020-06-20,trump tempts fate with tulsa rally during pandemic and a national racial reckoning
2020-06-21,fact check: trump's tulsa rally littered with familiar false claims
2020-06-21,"while trump wages a political war, dangerous conflicts unfold in asia"
2020-06-22,trump's 'kidding' on testing exposes his negligence as virus spikes
2020-06-22,the right title for bolton's book
2020-06-22,the us wasn't prepared for covid-19: dr. sanjay gupta's coronavirus podcast for june 22
2020-06-23,rayshard brooks' funeral tuesday keeps the spotlight on atlanta
2020-06-23,the old-school campaign tactic that's boosting biden
2020-06-23,presidential debates and modi's china challenge
2020-06-23,5 things to watch in tuesday night's kentucky and new york primary contests
2020-06-23,it's too early to conclude that trump has lost his magic
2020-06-24,calls are growing to defund police in the us. here are some lessons from overseas
2020-06-24,these are the closely watched primary races that haven't yet been called
2020-06-25,wall street's nightmare: elizabeth warren as treasury secretary
2020-06-26,trump administration asks supreme court to invalidate obamacare
2020-06-26,nation's reckoning on race looms large over final month of biden's running mate search
2020-06-26,democrats see clear path to take back the senate: 'something real is shaping up around the country'
